sales_plan__cpt__customer__code,sales_plan__cpt__customer__name,sales_plan__cpt__customer__sales_channel__name,product__code,product__name,quantity,sales_plan__period,sales_plan__period__month
100011,Customer 1,Sales Channel 1,60040,Private Label Rustik Slice 100G,370.43,2020-06-01,6
100011,Customer 1,Sales Channel 1,70090,Pork Fat 1Kg,959.59,2020-06-01,6
100011,Customer 1,Sales Channel 1,70091,Pork Fat 3Kg,1067.70,2020-06-01,6
100011,Customer 1,Sales Channel 1,80090,Private Label Pork Fat 1Kg,960.95,2020-06-01,6
100011,Customer 1,Sales Channel 1,80091,Private Label Pork Fat 3Kg,760.12,2020-06-01,6
100011,Customer 1,Sales Channel 1,50009,Pork Ham 1Kg,2377.48,2020-06-01,6
100011,Customer 1,Sales Channel 1,50011,Chicken Ham 1Kg,1591.53,2020-06-01,6
100011,Customer 1,Sales Channel 1,60009,Private Label Pork Ham 1Kg,1586.76,2020-06-01,6
100011,Customer 1,Sales Channel 1,60011,Private Label Chicken Ham 1Kg,1911.64,2020-06-01,6
100011,Customer 1,Sales Channel 1,50016,Pork Hot Dog 205G,2367.52,2020-06-01,6
100011,Customer 1,Sales Channel 1,50017,Chicken Hot Dog 205G,1524.26,2020-06-01,6
100011,Customer 1,Sales Channel 1,50018,Children Hot Dog 205G,2803.37,2020-06-01,6
100011,Customer 1,Sales Channel 1,60016,Private Label Pork Hot Dog 205G,2362.54,2020-06-01,6
100011,Customer 1,Sales Channel 1,60017,Private Label Chicken Hot Dog 205G,1210.14,2020-06-01,6
100011,Customer 1,Sales Channel 1,60018,Private Label Children Hot Dog 205G,2173.67,2020-06-01,6
100011,Customer 1,Sales Channel 1,50001,Pork Baloney 1Kg,1159.07,2020-06-01,6
100011,Customer 1,Sales Channel 1,50002,Chicken Baloney 1Kg,1780.84,2020-06-01,6
100011,Customer 1,Sales Channel 1,50003,French Baloney 1Kg,2455.18,2020-06-01,6
100011,Customer 1,Sales Channel 1,50004,Alps Sausage 1Kg,1893.30,2020-06-01,6
100011,Customer 1,Sales Channel 1,60001,Private Label Pork Baloney 1Kg,1950.94,2020-06-01,6
100011,Customer 1,Sales Channel 1,60002,Private Label Chicken Baloney 1Kg,2237.08,2020-06-01,6
100011,Customer 1,Sales Channel 1,60003,Private Label French Baloney 1Kg,1537.40,2020-06-01,6
100011,Customer 1,Sales Channel 1,60004,Private Label Alps Sausage 1Kg,1612.36,2020-06-01,6
100011,Customer 1,Sales Channel 1,50019,Homemade Sausage 310G,2070.39,2020-06-01,6
100011,Customer 1,Sales Channel 1,50020,Austrian Sausage 310G,1621.64,2020-06-01,6
100011,Customer 1,Sales Channel 1,50021,Bavarian Sausage 310G,1627.65,2020-06-01,6
100011,Customer 1,Sales Channel 1,50022,Grill Sausage 280G,1872.12,2020-06-01,6
100011,Customer 1,Sales Channel 1,50023,Chilli Sausage 230G,2045.71,2020-06-01,6
100011,Customer 1,Sales Channel 1,60019,Private Label Homemade Sausage 310G,1797.95,2020-06-01,6
100011,Customer 1,Sales Channel 1,60020,Private Label Austrian Sausage 310G,1912.54,2020-06-01,6
100011,Customer 1,Sales Channel 1,60021,Private Label Bavarian Sausage 310G,2054.76,2020-06-01,6
100011,Customer 1,Sales Channel 1,60022,Private Label Grill Sausage 280G,1748.02,2020-06-01,6
100011,Customer 1,Sales Channel 1,60023,Private Label Chilli Sausage 230G,2147.17,2020-06-01,6
100011,Customer 1,Sales Channel 1,50005,Pork Baloney 350G,2145.01,2020-06-01,6
100011,Customer 1,Sales Channel 1,50006,Chicken Baloney 350G,1406.72,2020-06-01,6
100011,Customer 1,Sales Channel 1,50007,French Baloney 350G,2062.81,2020-06-01,6
100011,Customer 1,Sales Channel 1,50008,Alps Sausage 350G,2177.29,2020-06-01,6
100011,Customer 1,Sales Channel 1,50010,Pork Ham 350G,1403.78,2020-06-01,6
100011,Customer 1,Sales Channel 1,50012,Chicken Ham 350G,1607.04,2020-06-01,6
100011,Customer 1,Sales Channel 1,60005,Private Label Pork Baloney 350G,2172.87,2020-06-01,6
100011,Customer 1,Sales Channel 1,60006,Private Label Chicken Baloney 350G,2035.29,2020-06-01,6
100011,Customer 1,Sales Channel 1,60007,Private Label French Baloney 350G,1829.77,2020-06-01,6
100011,Customer 1,Sales Channel 1,60008,Private Label Alps Sausage 350G,2004.15,2020-06-01,6
100011,Customer 1,Sales Channel 1,60010,Private Label Pork Ham 350G,1790.48,2020-06-01,6
100011,Customer 1,Sales Channel 1,60012,Private Label Chicken Ham 350G,2090.21,2020-06-01,6
100011,Customer 1,Sales Channel 1,50013,Pork Neck 1Kg,2448.15,2020-06-01,6
100011,Customer 1,Sales Channel 1,50014,Pork Back 1Kg,1560.16,2020-06-01,6
100011,Customer 1,Sales Channel 1,50015,Bacon 1Kg,2425.39,2020-06-01,6
100011,Customer 1,Sales Channel 1,60013,Private Label Pork Neck 1Kg,2256.55,2020-06-01,6
100011,Customer 1,Sales Channel 1,60014,Private Label Pork Back 1Kg,1993.85,2020-06-01,6
100011,Customer 1,Sales Channel 1,60015,Private Label Bacon 1Kg,1582.12,2020-06-01,6
100011,Customer 1,Sales Channel 1,70001,Liver Pate 50G,1797.80,2020-07-01,7
100011,Customer 1,Sales Channel 1,70002,Ham Pate 50G,1762.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,70003,Cajna Pate 50G,1420.58,2020-07-01,7
100011,Customer 1,Sales Channel 1,70004,Chicken Pate 50G,1774.85,2020-07-01,7
100011,Customer 1,Sales Channel 1,70005,Tuna Pate 50G,1399.42,2020-07-01,7
100011,Customer 1,Sales Channel 1,70006,Fish Pate 50G,1589.21,2020-07-01,7
100011,Customer 1,Sales Channel 1,70007,Chili Pate 50G,1472.64,2020-07-01,7
100011,Customer 1,Sales Channel 1,70008,Liver Pate 75G,1413.27,2020-07-01,7
100011,Customer 1,Sales Channel 1,70009,Ham Pate 75G,1737.62,2020-07-01,7
100011,Customer 1,Sales Channel 1,70010,Cajna Pate 75G,2084.64,2020-07-01,7
100011,Customer 1,Sales Channel 1,70011,Chicken Pate 75G,1544.82,2020-07-01,7
100011,Customer 1,Sales Channel 1,70012,Tuna Pate 75G,1262.20,2020-07-01,7
100011,Customer 1,Sales Channel 1,70013,Fish Pate 75G,1281.70,2020-07-01,7
100011,Customer 1,Sales Channel 1,70014,Chili Pate 75G,1472.47,2020-07-01,7
100011,Customer 1,Sales Channel 1,70041,Spam 100G,1834.86,2020-07-01,7
100011,Customer 1,Sales Channel 1,70043,Chicken Spam 100G,1541.47,2020-07-01,7
100011,Customer 1,Sales Channel 1,80001,Private Label Liver Pate 50G,1573.15,2020-07-01,7
100011,Customer 1,Sales Channel 1,80002,Private Label Ham Pate 50G,1442.21,2020-07-01,7
100011,Customer 1,Sales Channel 1,80003,Private Label Cajna Pate 50G,1605.71,2020-07-01,7
100011,Customer 1,Sales Channel 1,80004,Private Label Chicken Pate 50G,1640.83,2020-07-01,7
100011,Customer 1,Sales Channel 1,80005,Private Label Tuna Pate 50G,1383.36,2020-07-01,7
100011,Customer 1,Sales Channel 1,80006,Private Label Fish Pate 50G,1712.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,80007,Private Label Chili Pate 50G,1349.12,2020-07-01,7
100011,Customer 1,Sales Channel 1,80008,Private Label Liver Pate 75G,1262.65,2020-07-01,7
100011,Customer 1,Sales Channel 1,80009,Private Label Ham Pate 75G,1625.20,2020-07-01,7
100011,Customer 1,Sales Channel 1,80010,Private Label Cajna Pate 75G,1564.32,2020-07-01,7
100011,Customer 1,Sales Channel 1,80011,Private Label Chicken Pate 75G,1078.50,2020-07-01,7
100011,Customer 1,Sales Channel 1,80012,Private Label Tuna Pate 75G,1350.45,2020-07-01,7
100011,Customer 1,Sales Channel 1,80013,Private Label Fish Pate 75G,918.71,2020-07-01,7
100011,Customer 1,Sales Channel 1,80014,Private Label Chili Pate 75G,1530.44,2020-07-01,7
100011,Customer 1,Sales Channel 1,80041,Private Label Spam 100G,1775.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,80043,Private Label Chicken Spam 100G,2031.97,2020-07-01,7
100011,Customer 1,Sales Channel 1,70015,Liver Pate 95G,1995.88,2020-07-01,7
100011,Customer 1,Sales Channel 1,70016,Ham Pate 95G,1571.82,2020-07-01,7
100011,Customer 1,Sales Channel 1,70017,Cajna Pate 95G,1641.44,2020-07-01,7
100011,Customer 1,Sales Channel 1,70018,Chicken Pate 95G,1612.06,2020-07-01,7
100011,Customer 1,Sales Channel 1,70019,Tuna Pate 95G,1720.23,2020-07-01,7
100011,Customer 1,Sales Channel 1,70020,Fish Pate 95G,1489.67,2020-07-01,7
100011,Customer 1,Sales Channel 1,70021,Chili Pate 95G,1173.26,2020-07-01,7
100011,Customer 1,Sales Channel 1,70022,Liver Pate 150G,1696.77,2020-07-01,7
100011,Customer 1,Sales Channel 1,70023,Ham Pate 150G,1353.62,2020-07-01,7
100011,Customer 1,Sales Channel 1,70024,Cajna Pate 150G,1447.06,2020-07-01,7
100011,Customer 1,Sales Channel 1,70025,Chicken Pate 150G,1250.91,2020-07-01,7
100011,Customer 1,Sales Channel 1,70026,Tuna Pate 150G,1452.53,2020-07-01,7
100011,Customer 1,Sales Channel 1,70027,Fish Pate 150G,1527.88,2020-07-01,7
100011,Customer 1,Sales Channel 1,70028,Chili Pate 150G,1039.76,2020-07-01,7
100011,Customer 1,Sales Channel 1,70042,Spam 150G,2022.96,2020-07-01,7
100011,Customer 1,Sales Channel 1,70044,Beef Spam 150G,1520.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,80015,Private Label Liver Pate 95G,1291.15,2020-07-01,7
100011,Customer 1,Sales Channel 1,80016,Private Label Ham Pate 95G,1254.71,2020-07-01,7
100011,Customer 1,Sales Channel 1,80017,Private Label Cajna Pate 95G,1398.70,2020-07-01,7
100011,Customer 1,Sales Channel 1,80018,Private Label Chicken Pate 95G,1156.94,2020-07-01,7
100011,Customer 1,Sales Channel 1,80019,Private Label Tuna Pate 95G,1145.91,2020-07-01,7
100011,Customer 1,Sales Channel 1,80020,Private Label Fish Pate 95G,1786.41,2020-07-01,7
100011,Customer 1,Sales Channel 1,80021,Private Label Chili Pate 95G,1359.88,2020-07-01,7
100011,Customer 1,Sales Channel 1,80022,Private Label Liver Pate 150G,1898.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,80023,Private Label Ham Pate 150G,1528.67,2020-07-01,7
100011,Customer 1,Sales Channel 1,80024,Private Label Cajna Pate 150G,1654.86,2020-07-01,7
100011,Customer 1,Sales Channel 1,80025,Private Label Chicken Pate 150G,2123.39,2020-07-01,7
100011,Customer 1,Sales Channel 1,80026,Private Label Tuna Pate 150G,1751.65,2020-07-01,7
100011,Customer 1,Sales Channel 1,80027,Private Label Fish Pate 150G,1642.85,2020-07-01,7
100011,Customer 1,Sales Channel 1,80028,Private Label Chili Pate 150G,1612.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,80042,Private Label Spam 150G,1691.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,80044,Private Label Beef Spam 150G,1543.41,2020-07-01,7
100011,Customer 1,Sales Channel 1,70029,Beans With Sausages 400G,1665.52,2020-07-01,7
100011,Customer 1,Sales Channel 1,70030,Beans With Bacon 400G,1093.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,70031,Lean Beans 400G,1512.18,2020-07-01,7
100011,Customer 1,Sales Channel 1,70032,Sarma 400G,1895.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,70033,Lean Sarma 400G,1978.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,70034,Spaghetti Sauce 400G,1497.09,2020-07-01,7
100011,Customer 1,Sales Channel 1,70035,Stuffed Paprika 400G,1575.45,2020-07-01,7
100011,Customer 1,Sales Channel 1,70036,Mexican Dish 400G,1467.26,2020-07-01,7
100011,Customer 1,Sales Channel 1,70037,Indian Dish 400G,1379.83,2020-07-01,7
100011,Customer 1,Sales Channel 1,70038,Carbonara 400G,1272.88,2020-07-01,7
100011,Customer 1,Sales Channel 1,70039,Beef Gulash 400G,1763.56,2020-07-01,7
100011,Customer 1,Sales Channel 1,70040,Pork Gulash 400G,1985.03,2020-07-01,7
100011,Customer 1,Sales Channel 1,80029,Private Label Beans With Sausages 400G,1715.29,2020-07-01,7
100011,Customer 1,Sales Channel 1,80030,Private Label Beans With Bacon 400G,1292.56,2020-07-01,7
100011,Customer 1,Sales Channel 1,80031,Private Label Lean Beans 400G,1712.91,2020-07-01,7
100011,Customer 1,Sales Channel 1,80032,Private Label Sarma 400G,1617.09,2020-07-01,7
100011,Customer 1,Sales Channel 1,80033,Private Label Lean Sarma 400G,1483.50,2020-07-01,7
100011,Customer 1,Sales Channel 1,80034,Private Label Spaghetti Sauce 400G,1264.68,2020-07-01,7
100011,Customer 1,Sales Channel 1,80035,Private Label Stuffed Paprika 400G,1890.53,2020-07-01,7
100011,Customer 1,Sales Channel 1,80036,Private Label Mexican Dish 400G,1482.53,2020-07-01,7
100011,Customer 1,Sales Channel 1,80037,Private Label Indian Dish 400G,1358.39,2020-07-01,7
100011,Customer 1,Sales Channel 1,80038,Private Label Carbonara 400G,1842.09,2020-07-01,7
100011,Customer 1,Sales Channel 1,80039,Private Label Beef Gulash 400G,1672.06,2020-07-01,7
100011,Customer 1,Sales Channel 1,80040,Private Label Pork Gulash 400G,1232.73,2020-07-01,7
100011,Customer 1,Sales Channel 1,50028,Budimska Rf 1Kg,415.81,2020-07-01,7
100011,Customer 1,Sales Channel 1,50029,Budimska Slice 100G,354.93,2020-07-01,7
100011,Customer 1,Sales Channel 1,50030,B Budimska Rf 1Kg,319.60,2020-07-01,7
100011,Customer 1,Sales Channel 1,50031,B Budimska Slice 250G,435.43,2020-07-01,7
100011,Customer 1,Sales Channel 1,60028,Private Label Budimska Rf 1Kg,370.35,2020-07-01,7
100011,Customer 1,Sales Channel 1,60029,Private Label Budimska Slice 100G,304.35,2020-07-01,7
100011,Customer 1,Sales Channel 1,60030,Private Label B Budimska Rf 1Kg,519.52,2020-07-01,7
100011,Customer 1,Sales Channel 1,60031,Private Label B Budimska Slice 250G,498.12,2020-07-01,7
100011,Customer 1,Sales Channel 1,50024,Cajna Rf 1Kg,332.44,2020-07-01,7
100011,Customer 1,Sales Channel 1,50025,Cajna Slice 100G,441.43,2020-07-01,7
100011,Customer 1,Sales Channel 1,50026,B Cajna Rf 1Kg,381.08,2020-07-01,7
100011,Customer 1,Sales Channel 1,50027,B Cajna Slice 250G,403.31,2020-07-01,7
100011,Customer 1,Sales Channel 1,60024,Private Label Cajna Rf 1Kg,381.86,2020-07-01,7
100011,Customer 1,Sales Channel 1,60025,Private Label Cajna Slice 100G,376.52,2020-07-01,7
100011,Customer 1,Sales Channel 1,60026,Private Label B Cajna Rf 1Kg,321.29,2020-07-01,7
100011,Customer 1,Sales Channel 1,60027,Private Label B Cajna Slice 250G,541.58,2020-07-01,7
100011,Customer 1,Sales Channel 1,50036,Pancetta 1Kg,524.57,2020-07-01,7
100011,Customer 1,Sales Channel 1,50037,Pancetta Slice 100G,332.74,2020-07-01,7
100011,Customer 1,Sales Channel 1,60036,Private Label Pancetta 1Kg,307.37,2020-07-01,7
100011,Customer 1,Sales Channel 1,60037,Private Label Pancetta Slice 100G,301.62,2020-07-01,7
100011,Customer 1,Sales Channel 1,50038,Smoked Pork Back 100G,337.64,2020-07-01,7
100011,Customer 1,Sales Channel 1,60038,Private Label Smoked Pork Back 100G,509.10,2020-07-01,7
100011,Customer 1,Sales Channel 1,50032,Kulen Rf 1Kg,479.04,2020-07-01,7
100011,Customer 1,Sales Channel 1,50033,Kulen Slice 100G,436.89,2020-07-01,7
100011,Customer 1,Sales Channel 1,50034,B Kulen Rf 1Kg,529.36,2020-07-01,7
100011,Customer 1,Sales Channel 1,50035,B Kulen Slice 250G,495.26,2020-07-01,7
100011,Customer 1,Sales Channel 1,60032,Private Label Kulen Rf 1Kg,367.82,2020-07-01,7
100011,Customer 1,Sales Channel 1,60033,Private Label Kulen Slice 100G,358.75,2020-07-01,7
100011,Customer 1,Sales Channel 1,60034,Private Label B Kulen Rf 1Kg,263.05,2020-07-01,7
100011,Customer 1,Sales Channel 1,60035,Private Label B Kulen Slice 250G,368.53,2020-07-01,7
100011,Customer 1,Sales Channel 1,50039,Rustik 1Kg,511.90,2020-07-01,7
100011,Customer 1,Sales Channel 1,50040,Rustik Slice 100G,397.00,2020-07-01,7
100011,Customer 1,Sales Channel 1,60039,Private Label Rustik 1Kg,294.24,2020-07-01,7
100011,Customer 1,Sales Channel 1,60040,Private Label Rustik Slice 100G,522.91,2020-07-01,7
100011,Customer 1,Sales Channel 1,70090,Pork Fat 1Kg,1039.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,70091,Pork Fat 3Kg,1134.76,2020-07-01,7
100011,Customer 1,Sales Channel 1,80090,Private Label Pork Fat 1Kg,1132.83,2020-07-01,7
100011,Customer 1,Sales Channel 1,80091,Private Label Pork Fat 3Kg,774.06,2020-07-01,7
100011,Customer 1,Sales Channel 1,50009,Pork Ham 1Kg,1259.01,2020-07-01,7
100011,Customer 1,Sales Channel 1,50011,Chicken Ham 1Kg,2225.76,2020-07-01,7
100011,Customer 1,Sales Channel 1,60009,Private Label Pork Ham 1Kg,2006.86,2020-07-01,7
100011,Customer 1,Sales Channel 1,60011,Private Label Chicken Ham 1Kg,1178.22,2020-07-01,7
100011,Customer 1,Sales Channel 1,50016,Pork Hot Dog 205G,2011.43,2020-07-01,7
100011,Customer 1,Sales Channel 1,50017,Chicken Hot Dog 205G,1826.87,2020-07-01,7
100011,Customer 1,Sales Channel 1,50018,Children Hot Dog 205G,1793.03,2020-07-01,7
100011,Customer 1,Sales Channel 1,60016,Private Label Pork Hot Dog 205G,2569.78,2020-07-01,7
100011,Customer 1,Sales Channel 1,60017,Private Label Chicken Hot Dog 205G,2048.86,2020-07-01,7
100011,Customer 1,Sales Channel 1,60018,Private Label Children Hot Dog 205G,1237.14,2020-07-01,7
100011,Customer 1,Sales Channel 1,50001,Pork Baloney 1Kg,1918.04,2020-07-01,7
100011,Customer 1,Sales Channel 1,50002,Chicken Baloney 1Kg,1858.25,2020-07-01,7
100011,Customer 1,Sales Channel 1,50003,French Baloney 1Kg,1571.91,2020-07-01,7
100011,Customer 1,Sales Channel 1,50004,Alps Sausage 1Kg,2024.40,2020-07-01,7
100011,Customer 1,Sales Channel 1,60001,Private Label Pork Baloney 1Kg,2150.40,2020-07-01,7
100011,Customer 1,Sales Channel 1,60002,Private Label Chicken Baloney 1Kg,1758.07,2020-07-01,7
100011,Customer 1,Sales Channel 1,60003,Private Label French Baloney 1Kg,2926.29,2020-07-01,7
100011,Customer 1,Sales Channel 1,60004,Private Label Alps Sausage 1Kg,1331.03,2020-07-01,7
100011,Customer 1,Sales Channel 1,50019,Homemade Sausage 310G,1828.97,2020-07-01,7
100011,Customer 1,Sales Channel 1,50020,Austrian Sausage 310G,2150.64,2020-07-01,7
100011,Customer 1,Sales Channel 1,50021,Bavarian Sausage 310G,1628.11,2020-07-01,7
100011,Customer 1,Sales Channel 1,50022,Grill Sausage 280G,1575.99,2020-07-01,7
100011,Customer 1,Sales Channel 1,50023,Chilli Sausage 230G,2700.35,2020-07-01,7
100011,Customer 1,Sales Channel 1,60019,Private Label Homemade Sausage 310G,2112.73,2020-07-01,7
100011,Customer 1,Sales Channel 1,60020,Private Label Austrian Sausage 310G,1693.59,2020-07-01,7
100011,Customer 1,Sales Channel 1,60021,Private Label Bavarian Sausage 310G,2859.58,2020-07-01,7
100011,Customer 1,Sales Channel 1,60022,Private Label Grill Sausage 280G,2236.38,2020-07-01,7
100011,Customer 1,Sales Channel 1,60023,Private Label Chilli Sausage 230G,2446.25,2020-07-01,7
100011,Customer 1,Sales Channel 1,50005,Pork Baloney 350G,2513.46,2020-07-01,7
100011,Customer 1,Sales Channel 1,50006,Chicken Baloney 350G,2042.31,2020-07-01,7
100011,Customer 1,Sales Channel 1,50007,French Baloney 350G,2438.97,2020-07-01,7
100011,Customer 1,Sales Channel 1,50008,Alps Sausage 350G,2479.73,2020-07-01,7
100011,Customer 1,Sales Channel 1,50010,Pork Ham 350G,2174.61,2020-07-01,7
100011,Customer 1,Sales Channel 1,50012,Chicken Ham 350G,2058.25,2020-07-01,7
100011,Customer 1,Sales Channel 1,60005,Private Label Pork Baloney 350G,2092.34,2020-07-01,7
100011,Customer 1,Sales Channel 1,60006,Private Label Chicken Baloney 350G,2067.88,2020-07-01,7
100011,Customer 1,Sales Channel 1,60007,Private Label French Baloney 350G,1664.93,2020-07-01,7
100011,Customer 1,Sales Channel 1,60008,Private Label Alps Sausage 350G,1686.05,2020-07-01,7
100011,Customer 1,Sales Channel 1,60010,Private Label Pork Ham 350G,2043.67,2020-07-01,7
100011,Customer 1,Sales Channel 1,60012,Private Label Chicken Ham 350G,2064.18,2020-07-01,7
100011,Customer 1,Sales Channel 1,50013,Pork Neck 1Kg,2573.11,2020-07-01,7
100011,Customer 1,Sales Channel 1,50014,Pork Back 1Kg,1880.00,2020-07-01,7
100011,Customer 1,Sales Channel 1,50015,Bacon 1Kg,2470.34,2020-07-01,7
100011,Customer 1,Sales Channel 1,60013,Private Label Pork Neck 1Kg,1684.81,2020-07-01,7
100011,Customer 1,Sales Channel 1,60014,Private Label Pork Back 1Kg,2024.03,2020-07-01,7
100011,Customer 1,Sales Channel 1,60015,Private Label Bacon 1Kg,1937.31,2020-07-01,7
100011,Customer 1,Sales Channel 1,70001,Liver Pate 50G,1714.34,2020-08-01,8
100011,Customer 1,Sales Channel 1,70002,Ham Pate 50G,1793.96,2020-08-01,8
100011,Customer 1,Sales Channel 1,70003,Cajna Pate 50G,1824.56,2020-08-01,8
100011,Customer 1,Sales Channel 1,70004,Chicken Pate 50G,1758.71,2020-08-01,8
100011,Customer 1,Sales Channel 1,70005,Tuna Pate 50G,1938.49,2020-08-01,8
100011,Customer 1,Sales Channel 1,70006,Fish Pate 50G,1572.14,2020-08-01,8
100011,Customer 1,Sales Channel 1,70007,Chili Pate 50G,1510.20,2020-08-01,8
100011,Customer 1,Sales Channel 1,70008,Liver Pate 75G,2077.51,2020-08-01,8
100011,Customer 1,Sales Channel 1,70009,Ham Pate 75G,1835.16,2020-08-01,8
100011,Customer 1,Sales Channel 1,70010,Cajna Pate 75G,1336.13,2020-08-01,8
100011,Customer 1,Sales Channel 1,70011,Chicken Pate 75G,1278.85,2020-08-01,8
100011,Customer 1,Sales Channel 1,70012,Tuna Pate 75G,2140.84,2020-08-01,8
100011,Customer 1,Sales Channel 1,70013,Fish Pate 75G,1579.97,2020-08-01,8
100011,Customer 1,Sales Channel 1,70014,Chili Pate 75G,1612.06,2020-08-01,8
100011,Customer 1,Sales Channel 1,70041,Spam 100G,1373.41,2020-08-01,8
100011,Customer 1,Sales Channel 1,70043,Chicken Spam 100G,2105.47,2020-08-01,8
100011,Customer 1,Sales Channel 1,80001,Private Label Liver Pate 50G,1846.59,2020-08-01,8
100011,Customer 1,Sales Channel 1,80002,Private Label Ham Pate 50G,1511.79,2020-08-01,8
100011,Customer 1,Sales Channel 1,80003,Private Label Cajna Pate 50G,2057.82,2020-08-01,8
100011,Customer 1,Sales Channel 1,80004,Private Label Chicken Pate 50G,1750.45,2020-08-01,8
100011,Customer 1,Sales Channel 1,80005,Private Label Tuna Pate 50G,2393.68,2020-08-01,8
100011,Customer 1,Sales Channel 1,80006,Private Label Fish Pate 50G,1357.41,2020-08-01,8
100011,Customer 1,Sales Channel 1,80007,Private Label Chili Pate 50G,1895.29,2020-08-01,8
100011,Customer 1,Sales Channel 1,80008,Private Label Liver Pate 75G,1633.55,2020-08-01,8
100011,Customer 1,Sales Channel 1,80009,Private Label Ham Pate 75G,1522.06,2020-08-01,8
100011,Customer 1,Sales Channel 1,80010,Private Label Cajna Pate 75G,2235.91,2020-08-01,8
100011,Customer 1,Sales Channel 1,80011,Private Label Chicken Pate 75G,1331.36,2020-08-01,8
100011,Customer 1,Sales Channel 1,80012,Private Label Tuna Pate 75G,1759.55,2020-08-01,8
100011,Customer 1,Sales Channel 1,80013,Private Label Fish Pate 75G,2059.51,2020-08-01,8
100011,Customer 1,Sales Channel 1,80014,Private Label Chili Pate 75G,1951.94,2020-08-01,8
100011,Customer 1,Sales Channel 1,80041,Private Label Spam 100G,1363.34,2020-08-01,8
100011,Customer 1,Sales Channel 1,80043,Private Label Chicken Spam 100G,1797.67,2020-08-01,8
100011,Customer 1,Sales Channel 1,70015,Liver Pate 95G,1542.40,2020-08-01,8
100011,Customer 1,Sales Channel 1,70016,Ham Pate 95G,2148.88,2020-08-01,8
100011,Customer 1,Sales Channel 1,70017,Cajna Pate 95G,1994.29,2020-08-01,8
100011,Customer 1,Sales Channel 1,70018,Chicken Pate 95G,1974.92,2020-08-01,8
100011,Customer 1,Sales Channel 1,70019,Tuna Pate 95G,2364.78,2020-08-01,8
100011,Customer 1,Sales Channel 1,70020,Fish Pate 95G,1711.70,2020-08-01,8
100011,Customer 1,Sales Channel 1,70021,Chili Pate 95G,1574.79,2020-08-01,8
100011,Customer 1,Sales Channel 1,70022,Liver Pate 150G,2115.63,2020-08-01,8
100011,Customer 1,Sales Channel 1,70023,Ham Pate 150G,1658.96,2020-08-01,8
100011,Customer 1,Sales Channel 1,70024,Cajna Pate 150G,1280.01,2020-08-01,8
100011,Customer 1,Sales Channel 1,70025,Chicken Pate 150G,2115.74,2020-08-01,8
100011,Customer 1,Sales Channel 1,70026,Tuna Pate 150G,2107.59,2020-08-01,8
100011,Customer 1,Sales Channel 1,70027,Fish Pate 150G,1894.13,2020-08-01,8
100011,Customer 1,Sales Channel 1,70028,Chili Pate 150G,2551.98,2020-08-01,8
100011,Customer 1,Sales Channel 1,70042,Spam 150G,1746.95,2020-08-01,8
100011,Customer 1,Sales Channel 1,70044,Beef Spam 150G,1237.87,2020-08-01,8
100011,Customer 1,Sales Channel 1,80015,Private Label Liver Pate 95G,2172.71,2020-08-01,8
100011,Customer 1,Sales Channel 1,80016,Private Label Ham Pate 95G,1898.89,2020-08-01,8
100011,Customer 1,Sales Channel 1,80017,Private Label Cajna Pate 95G,1979.58,2020-08-01,8
100011,Customer 1,Sales Channel 1,80018,Private Label Chicken Pate 95G,1414.05,2020-08-01,8
100011,Customer 1,Sales Channel 1,80019,Private Label Tuna Pate 95G,1989.96,2020-08-01,8
100011,Customer 1,Sales Channel 1,80020,Private Label Fish Pate 95G,1846.59,2020-08-01,8
100011,Customer 1,Sales Channel 1,80021,Private Label Chili Pate 95G,1928.65,2020-08-01,8
100011,Customer 1,Sales Channel 1,80022,Private Label Liver Pate 150G,1449.95,2020-08-01,8
100011,Customer 1,Sales Channel 1,80023,Private Label Ham Pate 150G,1753.20,2020-08-01,8
100011,Customer 1,Sales Channel 1,80024,Private Label Cajna Pate 150G,2148.04,2020-08-01,8
100011,Customer 1,Sales Channel 1,80025,Private Label Chicken Pate 150G,1915.31,2020-08-01,8
100011,Customer 1,Sales Channel 1,80026,Private Label Tuna Pate 150G,1604.43,2020-08-01,8
100011,Customer 1,Sales Channel 1,80027,Private Label Fish Pate 150G,2186.26,2020-08-01,8
100011,Customer 1,Sales Channel 1,80028,Private Label Chili Pate 150G,1296.64,2020-08-01,8
100011,Customer 1,Sales Channel 1,80042,Private Label Spam 150G,1835.47,2020-08-01,8
100011,Customer 1,Sales Channel 1,80044,Private Label Beef Spam 150G,1808.78,2020-08-01,8
100011,Customer 1,Sales Channel 1,70029,Beans With Sausages 400G,1298.22,2020-08-01,8
100011,Customer 1,Sales Channel 1,70030,Beans With Bacon 400G,2069.57,2020-08-01,8
100011,Customer 1,Sales Channel 1,70031,Lean Beans 400G,1708.52,2020-08-01,8
